Date,Adj Close,Close,High,Low,Open,Volume,date,ticker,daily_return,volume_change,close_to_open,high_low_spread,return_streak,ma_5,ma_10,ma_ratio_5,ma_ratio_10,volatility_5,volatility_10,rsi_14,next_open,target_next_day_up,ticker_sentiment_7d_prior,spy_sentiment_7d_prior,ticker_article_count_7d_prior,spy_article_count_7d_prior,ticker_positive_share_7d_prior,ticker_negative_share_7d_prior,spy_positive_share_7d_prior,spy_negative_share_7d_prior
2025-04-28,209.2281036376953,210.13999938964844,211.5,207.4600067138672,210.0,38743100,2025-04-28,AAPL,0.0041093301575299,0.01362555366893159,0.0006666637602306548,0.019238063267299106,5.0,206.4260009765625,202.12000122070313,1.017991911849843,1.0396793890783127,0.012968615120818022,0.02193675988017627,66.34001224041285,208.69000244140625,0,0.5391893413397109,0.4429807498151211,8,9,0.375,0.25,0.1111111111111111,0.2222222222222222
2025-04-29,210.29345703125,211.2100067138672,212.24000549316406,208.3699951171875,208.69000244140625,36827600,2025-04-29,AAPL,0.005091878401668248,-0.04944106176325591,0.012075347371604336,0.01854430174278781,6.0,208.72000122070312,202.98900146484374,1.0119298844317806,1.0404997570789434,0.009472445465817896,0.021210706943019297,74.30756008948354,209.3000030517578,0,0.4543301658390754,0.4506739955681164,52,32,0.2115384615384615,0.3269230769230769,0.1875,0.28125
2025-04-30,211.57785034179688,212.5,213.5800018310547,206.6699981689453,209.3000030517578,52286500,2025-04-30,AAPL,0.006107633374967891,0.4197639813618048,0.015289043963610742,0.03301482829123801,7.0,210.3,204.0250015258789,1.0104612458392772,1.0415390192904672,0.006090085657611108,0.021097589450577433,62.48855939704183,209.0800018310547,0,0.4276780124988528,0.3698044048045953,92,59,0.1847826086956521,0.3369565217391304,0.1525423728813559,0.4067796610169492
2025-05-01,212.39430236816406,213.32000732421875,214.55999755859375,208.89999389648438,209.0800018310547,57365700,2025-05-01,AAPL,0.0038588579963234615,0.09714170961911783,0.020279345016412247,0.027070994894494466,8.0,211.29000244140624,205.93000183105468,1.0096076712544668,1.0358860070288682,0.0009085551779160039,0.014437037984097073,74.34099960004062,206.08999633789062,0,0.4276780124988528,0.3698044048045953,92,59,0.1847826086956521,0.3369565217391304,0.1525423728813559,0.4067796610169492
2025-05-02,204.45889282226562,205.35000610351562,206.99000549316406,202.16000366210938,206.08999633789062,101010600,2025-05-02,AAPL,-0.0373617145464924,0.7608187470910317,-0.003590616951449522,0.02343637205532168,-1.0,210.50400390625,206.76700286865236,0.9755159155783575,0.9931468912085704,0.018872606277114175,0.020515338382959648,57.614226303855176,203.10000610351562,0,0.4276780124988528,0.3698044048045953,92,59,0.1847826086956521,0.3369565217391304,0.1525423728813559,0.4067796610169492
2025-05-05,198.02691650390625,198.88999938964844,204.10000610351562,198.2100067138672,203.10000610351562,69018500,2025-05-05,AAPL,-0.03145851727226512,-0.31672022540208655,-0.020728737505411196,0.02900048849159775,-2.0,208.25400390625,207.34000244140626,0.955035656741481,0.9592456691798016,0.02171168842370902,0.022341124789421157,46.32367303845574,198.2100067138672,0,0.4170578859425806,0.3566326627027008,84,50,0.1666666666666666,0.3452380952380952,0.16,0.44
2025-05-06,197.64854431152344,198.50999450683594,200.64999389648438,197.02000427246094,198.2100067138672,51216500,2025-05-06,AAPL,-0.0019106284075551816,-0.25793084462861404,0.0015134846012179778,0.018313856521197908,-3.0,205.71400146484376,207.21700134277344,0.9649804733430408,0.9579812139953972,0.020633218300496203,0.019530172148685025,46.32367303845574,199.1699981689453,1,0.3930302131565634,0.2739589638996816,40,27,0.15,0.35,0.1111111111111111,0.5555555555555556
2025-05-27,199.60260009765625,200.2100067138672,200.74000549316406,197.42999267578125,198.3000030517578,56288500,2025-05-27,AAPL,0.025298316860348224,-0.2823356015141605,0.009631889221962592,0.016691945367841843,1.0,201.1580017089844,206.25399932861328,0.9952873115309195,0.970696361600647,0.021511132065211144,0.015628480923365114,52.046236285816306,200.58999633789062,1,0.3122851495306608,0.4075400831233261,99,118,0.1414141414141414,0.4848484848484848,0.211864406779661,0.3728813559322034
2025-05-28,199.81195068359375,200.4199981689453,202.72999572753906,199.89999389648438,200.58999633789062,45339700,2025-05-28,AAPL,0.0010488559414427723,-0.1945122005382982,-0.0008474907624952209,0.014108389664096683,2.0,199.87000122070313,205.00299987792968,1.0027517733771105,0.9776442212469411,0.021872971795130702,0.014893991533724641,55.279818702750944,203.5800018310547,1,0.382255684008456,0.4212175453620908,153,111,0.1895424836601307,0.4052287581699346,0.2072072072072072,0.3423423423423423
2025-05-29,199.3433837890625,199.9499969482422,203.80999755859375,198.50999450683594,203.5800018310547,51396800,2025-05-29,AAPL,-0.0023450814539321962,0.13359373793827478,-0.01783085200001589,0.026034006307535728,-1.0,199.44200134277344,203.76499938964844,1.002547084375651,0.9812774399291655,0.01971642325508157,0.014905734842758336,53.17664426187128,199.3699951171875,0,0.3953606667846337,0.4128873091847923,191,117,0.193717277486911,0.3821989528795811,0.2222222222222222,0.376068376068376
